Level,State,Year,Population,Index,Violent,Property,Murder,Rape,Robbery,assault,Burglary,Larceny Theft,CarTheft
5,IA,2000 ,2926324 ,94630 ,7796 ,86834 ,46 ,676 ,1071 ,6003 ,16342 ,65118 ,5374.00
5,IA,2001 ,2931967 ,96499 ,7865 ,88634 ,50 ,649 ,1154 ,6012 ,16885 ,66244 ,5505 
5,IA,2002 ,2935840 ,101265 ,8388 ,92877 ,44 ,797 ,1169 ,6378 ,18643 ,68411 ,5823 
5,IA,2003 ,2941976 ,95729 ,8175 ,87554 ,50 ,796 ,1131 ,6198 ,17515 ,64400 ,5639 
5,IA,2004 ,2952904 ,94274 ,8499 ,85775 ,44.00,782.00,1160.00,6513 ,17928 ,62214 ,5633 
5,IA,2005 ,2965524 ,93067 ,8697 ,84370 ,40 ,847 ,1153 ,6657 ,18147 ,60723 ,5500.00
5,IA,2006 ,2982085 ,92024 ,8455 ,83579 ,55 ,828 ,1298 ,6274 ,18017,60556 ,5006.00
5,IA,2007 ,2988046 ,86959 ,8805 ,78154 ,37 ,904 ,1313 ,6551 ,16941,56328 ,4885.00
5,IA,2008 ,2993987 ,81927 ,8651 ,73276 ,77 ,937 ,1249 ,6388 ,16598,52302 ,4376.00
5,IA,2009.00,3007856 ,78565 ,8485.00,70080.00,38.00,890.00,1201.00,6356.00,16419,49757.00,3904.00
5,IA,2010.00,3050202.00,76931.00,8191.00,68740.00,38.00,883.00,1012.00,6258.00,16746,48194.00,3800.00
5,IA,2011.00,3064097.00,79926.00,7883.00,72043.00,44.00,866.00,824.00,6149.00,17573,50472.00,3998.00
5,IA,2012.00,3075039.00,78524.00,8167.00,70357.00,49.00,901.00,962.00,6255.00,17201,49116.00,4040.00
5,IA,2013.00,3092341.00,76419.00,8443.00,67976.00,41.00,873.00,937.00,6332.00,15918,47803.00,4255.00
4,IA,2014.00,3109481.00,73584.00,8484.00,65100.00,60.00,829.00,1047.00,6227.00,14363,46594.00,4143.00
4,IA,2015.00,3121997.00,73307.00,8619.00,64688.00,73.00,877.00,1050.00,6291.00,14977,45328.00,4383.00
4,IA,2016.00,3134693.00,74501.00,9110.00,65391.00,71.00,922.00,1148.00,6644.00,15030,45378.00,4983.00
4,IA,2017.00,3143637.00,74690.00,9038.00,65652.00,98.00,1305.00,1269.00,6366.00,14711,45441.00,5500.00
4,IA,2018.00,3148618.00,65327.00,8303.00,57024.00,70.00,1126.00,989.00,6118.00,12433,39498.00,5093.00
4,IA,2019.00,3155070.00,63109.00,8410.00,54699.00,60.00,1164.00,863.00,6323.00,11710,37847.00,5142.00
5,ID,2000 ,1293953.00,41228 ,3267 ,37961 ,16 ,384 ,223 ,2644 ,7330 ,28545 ,2086 
5,ID,2001 ,1320585 ,41392 ,3211 ,38181 ,30 ,425.00,245 ,2511 ,7507 ,28285 ,2389 
5,ID,2002 ,1343124 ,42547 ,3419 ,39128 ,36 ,497 ,240 ,2646 ,7441 ,29060 ,2627 
5,ID,2003 ,1367034 ,43404 ,3362 ,40042 ,26 ,535 ,245 ,2556 ,7837 ,29559 ,2646 
5,ID,2004 ,1395140 ,42251 ,3452 ,38799 ,31 ,594 ,241 ,2586 ,7671 ,28389 ,2739 
5,ID,2005 ,1429367.00,42226 ,3670 ,38556 ,35 ,577 ,266 ,2792 ,8066 ,27606 ,2884 
5,ID,2006 ,1466465 ,39096 ,3625 ,35471 ,36 ,587 ,301 ,2701 ,7526 ,25516 ,2429.00
5,ID,2007 ,1499402 ,37274 ,3589 ,33685 ,49 ,578 ,233 ,2729 ,6977 ,24482 ,2226.00
5,ID,2008 ,1527506 ,35930 ,3678 ,32252 ,23 ,577 ,241 ,2837 ,6805 ,23772 ,1675.00
5,ID,2009 ,1545801 ,35025 ,3805.00,31220 ,24 ,575 ,254 ,2952 ,6682 ,23066 ,1472.00
5,ID,2010.00,1571102.00,34900.00,3464.00,31436.00,22.00,533.00,213.00,2696.00,6513,23594.00,1329.00
5,ID,2011.00,1583744.00,36077.00,3202.00,32875.00,35.00,444.00,188.00,2535.00,6915,24629.00,1331.00
5,ID,2012.00,1595590.00,35173.00,3348.00,31825.00,30.00,495.00,243.00,2580.00,7240,23203.00,1382.00
5,ID,2013.00,1612843.00,33701.00,3471.00,30230.00,29.00,516.00,220.00,2548.00,6693,21999.00,1538.00
5,ID,2014.00,1634806.00,33879.00,3439.00,30440.00,32.00,463.00,203.00,2559.00,6466,22297.00,1677.00
5,ID,2015.00,1652828.00,32505.00,3593.00,28912.00,32.00,508.00,191.00,2667.00,6124,20916.00,1872.00
5,ID,2016.00,1683140.00,33233.00,3876.00,29357.00,49.00,529.00,213.00,2895.00,6318,20962.00,2077.00
5,ID,2017.00,1718904.00,32668.00,4111.00,28557.00,42.00,755.00,222.00,3092.00,5837,20570.00,2150.00
5,ID,2018.00,1750536.00,30018.00,4196.00,25822.00,34.00,927.00,195.00,3040.00,4990,18876.00,1956.00
5,ID,2019.00,1787065.00,25793.00,4000.00,21793.00,35.00,809.00,155.00,3001.00,3927,16295.00,1571.00
5,IL,*2000 ,12419293 ,532315 ,81567 ,450748.00,891 ,4090 ,25758 ,50828 ,81913 ,312692 ,56143 
5,IL,2001 ,12520227 ,513918 ,79270 ,434648 ,982 ,4010 ,24931 ,49347 ,79158 ,306757 ,48733 
5,IL,2002 ,12586447 ,506238.00,75759 ,430479 ,961 ,4370 ,25314 ,45114 ,81440,304277 ,44812 
5,IL,2003 ,12649087 ,486231 ,70376 ,415885 ,895.00,4189 ,23786 ,41506 ,78345 ,295907 ,41633 
5,IL,2004 ,12712016 ,472 851,69365 ,403486 ,780 ,4220 ,22582 ,41783 ,76088 ,287025.00,40373 
5,IL,2005 ,12765427 ,475166.00,70496.00,394670.00,770 ,4313 ,23255 ,42158 ,77635 ,277662 ,39373 
5,IL,2006 ,12831970 ,456976.00,69498.00,387478.00,780 ,4078 ,23782 ,40858 ,77259 ,272578 ,37.641 
5,IL,2007 ,12852548 ,445850.00,68528.00,377322.00,752 ,4103 ,23100 ,40573 ,75524 ,267911 ,33.877 
5,IL,2008 ,12842954 ,449087.00,67840.00,381247.00,790.00,4104 ,24067 ,38879 ,78968 ,269553 ,32.726 
5,IL,2009 ,12910409 ,417532.00,64185.00,353347.00,773.00,3901 ,22923 ,36588 ,77850 ,248821 ,26.676 
5,IL,2010.00,12841980.00,406196.00,57132.00,349064.00,704.00,3066.00,20386.00,32976.00,77472,242681.00,28.91
5,IL,2011.00,12859752.00,398991.00,54523.00,344468.00,781.00,3030.00,20217.00,30495.00,77719,237362.00,29387.00
5,IL,2012.00,12868192.00,386262.00,53556.00,332706.00,770.00,3581.00,19480.00,29725.00,71100,235314.00,26292.00
4,IL,2013.00,12890552.00,348004.00,51956.00,296048.00,722.00,3895.00,17733.00,28161.00,59093,216059.00,20896.00
4,IL,2014.00,12882189.00,317422.00,47775.00,269647.00,690.00,3182.00,15271.00,27485.00,50759,201003.00,17885.00
4,IL,2015.00,12839047.00,306717.00,49755.00,256962.00,754.00,3602.00,15056.00,29019.00,46846,192424.00,17692.00
2,IL,2016.00,12801539.00,318160.00,55854.00,262306.00,1054.00,3635.00,17827.00,32065.00,47989,194407.00,19910.00
2,IL,2017.00,12786196.00,310885.00,55777.00,255108.00,983.00,5424.00,17731.00,31639.00,43355,190860.00,20893.00
2,IL,2018.00,12723071.00,299022.00,52343.00,246679.00,902.00,6106.00,14251.00,31084.00,39317,187517.00,19845.00
1,IL,2019.00,12671821.00,285545.00,51561.00,233984.00,832.00,6078.00,12464.00,32187.00,34433,180776.00,18775.00
5,IN,2000 ,6080485 ,228135 ,21230 ,206905 ,352 ,1759 ,6282 ,12837 ,41108 ,144707 ,21090 
5,IN,2001 ,6126743 ,234282 ,22734 ,211548 ,413 ,1716 ,7171 ,13434 ,42758 ,147291 ,21499 
5,IN,2002 ,6156913 ,230966 ,22001 ,208965 ,362 ,1843 ,6612 ,13184 ,42605 ,146073 ,20.287 
5,IN,2003 ,6199571 ,229881 ,21842 ,208039 ,338 ,1720 ,6401 ,13383 ,41582 ,145686 ,20771 
5,IN,2004 ,6226537 ,232223 ,20294 ,211929 ,316 ,1803 ,6373 ,11802 ,42168 ,148670 ,21091 
5,IN,2005 ,6266019 ,237080 ,20302 ,216778 ,356 ,1856 ,6809 ,11281 ,43756 ,151278 ,21744 
5,IN,2006 ,6313520  ,240993 ,19876 ,221127 ,369 ,1835 ,7243 ,10429 ,46168 ,153093 ,21866 
5,IN,2007 ,6345289  ,236691 ,21165 ,215526 ,356 ,1742.00,7872 ,11195 ,46919 ,149050 ,19557 
5,IN,2008 ,6388309 ,233479 ,21520 ,212959 ,322 ,1708.00,7591 ,11899 ,48905 ,146545 ,17509 
5,IN,2009 ,6423113 ,221362 ,21455 ,199907.00,312 ,1621.00,7347 ,12175 ,48880 ,137190 ,13837 
5,IN,2010.00,6490622.00,220257.00,20983.00,199274.00,268.00,1760.00,6559.00,12396.00,48570,137204.00,13500.00
5,IN,2011.00,6516353.00,227635.00,21619.00,206016.00,306.00,1758.00,6977.00,12578.00,50571,140630.00,14815.00
5,IN,2012.00,6537782.00,220538.00,22544.00,197994.00,307.00,1661.00,6601.00,13975.00,47689,136668.00,13637.00
5,IN,2013.00,6570713.00,211099.00,23627.00,187472.00,357.00,1623.00,7114.00,13915.00,42754,130534.00,14184.00
5,IN,2014.00,6597880.00,199014.00,24105.00,174909.00,333.00,1608.00,6894.00,14681.00,36909,124144.00,13856.00
5,IN,2015.00,6612768.00,197251.00,25373.00,171878.00,370.00,1757.00,7081.00,15536.00,34404,123940.00,13534.00
5,IN,2016.00,6633053.00,198604.00,26845.00,171759.00,439.00,1851.00,7330.00,16575.00,34097,122931.00,14731.00
5,IN,2017.00,6660082.00,185239.00,26307.00,158932.00,413.00,2612.00,7035.00,16247.00,29799,114395.00,14738.00
5,IN,2018.00,6695497.00,171957.00,25009.00,146948.00,418.00,2486.00,5737.00,16368.00,25894,105861.00,15193.00
4,IN,2019.00,6732219.00,157660.00,24966.00,132694.00,377.00,2475.00,5331.00,16783.00,21795,97176.00,13723.00
5,KS,*2000 ,2688418 ,118527 ,10470 ,108057 ,169 ,1022 ,2048 ,7231 ,21484 ,80077 ,6496 
5,KS,2001 ,2702125 ,116446 ,10909 ,105537 ,92 ,945 ,2423 ,7449 ,20514 ,77038 ,7985 
5,KS,2002 ,2711769 ,110997 ,10229 ,100768 ,78 ,1035 ,2165 ,6951 ,19679 ,73677 ,7212 
5,KS,2003 ,2724786 ,120107 ,10831 ,109276 ,125 ,1085 ,2247 ,7374 ,21973 ,79471 ,7832 
5,KS,2004 ,2733697 ,120101 ,10330 ,109771 ,122.00,1142 ,1812 ,7254 ,20146 ,81115 ,8510 
5,KS,2005 ,2748172 ,115289 ,10701 ,104588 ,101 ,1098 ,1795 ,7707 ,19028 ,7622 ,9338 
5,KS,2006 ,2764075 ,115406 ,11748 ,103658 ,127 ,1238 ,1877 ,8506 ,19992 ,74963 ,8703 
5,KS,2007 ,2775997 ,114686 ,12566 ,102120 ,107 ,1231 ,2016 ,9212 ,20263 ,73293 ,8564 
5,KS,2008 ,2797375 ,106775 ,11586 ,95189 ,113 ,1230 ,1682 ,8561 ,19743 ,68028 ,7418 
5,KS,2009 ,2818747 ,102390.00,11460.00,90930 ,125 ,1179 ,1786 ,8370 ,19473,65499 ,5958 
5,KS,2010.00,2859143.00,99711.00,10602.00,89109.00,97.00,1146.00,1538.00,7821.00,19315,63774.00,6020.00
5,KS,2011.00,2870386.00,98864.00,10209.00,88655.00,111.00,1122.00,1448.00,7528.00,18712,63259.00,6684.00
5,KS,2012.00,2885398.00,101358.00,10292.00,91066.00,85.00,1105.00,1493.00,7609.00,18874,65413.00,6779.00
5,KS,2013.00,2895801.00,95632.00,9928.00,85704.00,117.00,1003.00,1339.00,7177.00,17476,61557.00,6671.00
5,KS,2014.00,2902507.00,90264.00,10235.00,80029.00,92.00,1066.00,1361.00,7299.00,15921,57169.00,6939.00
5,KS,2015.00,2906721.00,91542.00,11483.00,80059.00,126.00,1226.00,1823.00,7850.00,15619,57435.00,7005.00
2,KS,2016.00,2907289.00,89427.00,11060.00,78367.00,111.00,971.00,1671.00,7966.00,14364,57066.00,6937.00
2,KS,2017.00,2910689.00,91041.00,11654.00,79387.00,134.00,1504.00,1633.00,8383.00,13102,58891.00,7394.00
2,KS,2018.00,2911359.00,90310.00,12861.00,77449.00,122.00,1664.00,1420.00,9655.00,12792,56726.00,7931.00
2,KS,2019.00,2913314.00,79396.00,11968.00,67428.00,105.00,1416.00,1293.00,9154.00,9984,50165.00,7279.00
5,KY,*2000 ,4041769 ,119626 ,11903 ,107723 ,193 ,1091 ,3256 ,7363 ,25308 ,73141 ,9274.00
5,KY,2001 ,4068816 ,117866.00,10510 ,107356 ,181 ,1051 ,3269 ,6009 ,26964 ,71448 ,8944 
5,KY,2002 ,4089822.00,119691 ,11101 ,108590 ,191 ,1087 ,3131 ,6692 ,26891 ,72378 ,9321 
5,KY,2003 ,4118189 ,113602 ,10232 ,103370 ,181 ,1124 ,3224 ,5703 ,26034 ,69083 ,8253 
5,KY,2004 ,4141835 ,115361 ,10152 ,105209 ,236 ,1238 ,3268 ,5410 ,25902 ,70535 ,8772.00
5,KY,2005.00,4172608 ,116732.00,11134 ,105608 ,190 ,1421 ,3690 ,5833 ,26458 ,70354 ,8796 
5,KY,2006.00,4206074 ,118086 ,11063 ,107023 ,168 ,1297 ,3626 ,5972 ,27122 ,70658 ,9243 
5,KY,2007.00,4241474 ,119326 ,12513 ,106813 ,204 ,1381 ,4069 ,6859 ,27683 ,70455 ,8675 
5,KY,2008.00,4287931 ,127106 ,12815 ,114291 ,202 ,1449 ,4060 ,7104 ,29535 ,77093 ,7663 
5,KY,2009.00,4314113 ,119914 ,11000 ,108914 ,184 ,1531.00,3642 ,5643 ,29880 ,72938.00,6096.00
5,KY,2010.00,4347223.00,121774.00,10604.00,111170.00,188.00,1438.00,3748.00,5230.00,30433,74488.00,6239.00
5,KY,2011.00,4366814.00,129502.00,10465.00,119037.00,151.00,1499.00,3705.00,5110.00,32750,79586.00,6701.00
5,KY,2012.00,4379730.00,122652.00,9852.00,112800.00,201.00,1312.00,3547.00,4792.00,29877,76199.00,6724.00
5,KY,2013.00,4399583.00,113728.00,9280.00,104448.00,172.00,951.00,3247.00,4215.00,26331,72048.00,6069.00
5,KY,2014.00,4412617.00,109404.00,9495.00,99909.00,164.00,1098.00,3343.00,4432.00,23426,70108.00,6375.00
5,KY,2015.00,4424611.00,107432.00,9887.00,97545.00,219.00,1165.00,3314.00,4710.00,22526,67143.00,7876.00
5,KY,2016.00,4436974.00,107466.00,10308.00,97158.00,260.00,1174.00,3369.00,5038.00,20834,66438.00,9886.00
5,KY,2017.00,4453874.00,106191.00,10292.00,95899.00,265.00,1817.00,2967.00,5243.00,20535,65006.00,10358.00
5,KY,2018.00,4461153.00,98954.00,9719.00,89235.00,250.00,1875.00,2469.00,5125.00,17462,61313.00,10460.00
5,KY,2019.00,4467673.00,94470.00,9701.00,84769.00,221.00,1572.00,2161.00,5747.00,15443,59130.00,10196.00
5,LA,2000 ,4468976 ,242344 ,30440 ,211904 ,560.00,1497 ,7532 ,20851 ,46289 ,144345.00,21270.00
5,LA,2001 ,4470368 ,238371 ,30678 ,207693 ,501 ,1403 ,7864 ,20910 ,46451 ,139555 ,21687 
5,LA,2002 ,4476192 ,228528 ,29690 ,198838 ,593.00,1529 ,7123 ,20445 ,45350 ,133302 ,20186 
5,LA,2003 ,4493665 ,222320 ,28622 ,193698 ,584 ,1601 ,7008 ,19429 ,44572 ,129471 ,19655 
5,LA,2004 ,4506685.00,227997 ,28844 ,199153 ,574.00,1616.00,6564.00,20090 ,45359 ,134080 ,19714.00
5,LA,2005 ,4507331.00,193500 ,26889 ,166611 ,450.00,1421 ,5337 ,19681 ,39381 ,112840.00,14389.00
5,LA,2006 ,4287768 ,201258 ,29919 ,171239 ,530.00,1562 ,5729 ,22098 ,44986 ,110613.00,15640.00
5,LA,2007 ,4293204 ,205308 ,31317 ,174991 ,608.00,1393 ,6083 ,23233 ,44402 ,115209.00,15180.00
5,LA,2008 ,4451513 ,200723 ,29576 ,171147 ,541.00,1253 ,6250 ,21532 ,45513 ,112062.00,13572.00
5,LA,2009 ,4492076 ,201497 ,28878 ,172619.00,529.00,1351 ,6150 ,20848 ,46928,114102.00,11589.00
5,LA,2010.00,4545343.00,190908.00,25241.00,165667.00,500.00,1230.00,5297.00,18214.00,45437,110260.00,9970.00
5,LA,2011.00,4574766.00,193902.00,25373.00,168529.00,506.00,1262.00,5235.00,18370.00,46242,113174.00,9113.00
5,LA,2012.00,4602134.00,185512.00,22839.00,162673.00,489.00,1155.00,5458.00,15737.00,42037,112764.00,7872.00
5,LA,2013.00,4629284.00,189806.00,24127.00,165679.00,494.00,1248.00,5539.00,16331.00,41214,115300.00,9165.00
4,LA,2014.00,4648990.00,185175.00,23983.00,161192.00,476.00,981.00,5725.00,16400.00,38541,113251.00,9400.00
4,LA,2015.00,4668960.00,182910.00,25202.00,157708.00,492.00,1246.00,5561.00,17416.00,35457,112520.00,9731.00
4,LA,2016.00,4681666.00,180888.00,26502.00,154386.00,554.00,1328.00,5576.00,18556.00,34667,109380.00,10339.00
4,LA,2017.00,4670818.00,183258.00,25986.00,157272.00,576.00,1850.00,5385.00,18175.00,34135,112042.00,11095.00
4,LA,2018.00,4659690.00,178310.00,25314.00,152996.00,533.00,2105.00,4600.00,18076.00,31291,110066.00,11639.00
4,LA,2019.00,4648794.00,172530.00,25537.00,146993.00,544.00,2273.00,4025.00,18695.00,26918,109359.00,10716.00
5,MA,2000 ,6349097 ,192131 ,30230 ,161901 ,125 ,1696 ,5815 ,22594 ,30600 ,105425 ,25876 
5,MA,2001 ,6401164 ,197664 ,30585.00,167079 ,143 ,1856 ,6476 ,22110 ,32430 ,106821.00,27828 
5,MA,2002 ,6421800 ,198890 ,31137 ,167753 ,173 ,1777 ,7169 ,22018 ,33243 ,107922 ,26588 
5,MA,2003 ,6420357 ,194920 ,30377 ,164543 ,140 ,1848 ,8011 ,20378 ,34963 ,104069 ,25511 
5,MA,2004 ,6407382 ,187639 ,29489.00,158150 ,171 ,1794 ,7484 ,20040 ,34497 ,101605 ,22048 
5,MA,2005 ,6433367 ,180362 ,29644 ,151727 ,178 ,1751 ,7837 ,19878 ,34728 , 98079 ,18920 
5,MA,2006 ,6437193  ,181688 ,28775 ,153913 ,186 ,1742 ,8047 ,18800 ,35181 ,100771 ,17961 
5,MA,2007 ,6449755  ,181058 ,27832 ,154246 ,184 ,1634 ,7006 ,19008 ,35662 ,103592 ,14992 
3,MA,2008 ,6543595  ,185971 ,29888 ,156083 ,167 ,1744 ,7071 ,20906 ,36260 ,107048 ,12775 
3,MA,2009 ,6593587  ,183681.00,30503 ,153178 ,173.00,1734 ,7467 ,21129 ,34515 ,106799 ,11864 
3,MA,2010.00,6555466.00,185233.00,30737.00,154496.00,214.00,1784.00,6897.00,21842.00,37903,105124.00,11469.00
3,MA,2011.00,6607003.00,177061.00,28232.00,148829.00,184.00,1654.00,6768.00,19626.00,36403,101644.00,10782.00
2,MA,2012.00,6645303.00,170372.00,27047.00,143325.00,121.00,1650.00,6555.00,18721.00,34635,99453.00,9237.00
2,MA,2013.00,6708874.00,164538.00,27264.00,137274.00,138.00,1722.00,6705.00,18118.00,30716,97437.00,9121.00
2,MA,2014.00,6755124.00,152170.00,26689.00,125481.00,133.00,1625.00,6077.00,18277.00,24951,92226.00,8304.00
2,MA,2015.00,6784240.00,141000.00,26453.00,114547.00,131.00,1538.00,5266.00,18974.00,21826,84676.00,8045.00
1,MA,2016.00,6811779.00,132016.00,25677.00,106339.00,134.00,1592.00,5365.00,18050.00,19193,79088.00,8058.00
1,MA,2017.00,6863246.00,122295.00,24318.00,97977.00,172.00,2199.00,4874.00,17073.00,16916,73573.00,7488.00
1,MA,2018.00,6882635.00,111082.00,23424.00,87658.00,138.00,2465.00,4084.00,16737.00,14095,66968.00,6595.00
1,MA,2019.00,6892503.00,103895.00,22578.00,81317.00,152.00,2204.00,3613.00,16609.00,12341,62844.00,6132.00
5,MD,2000 ,5296486 ,255085 ,41663 ,213422 ,430 ,1543.00,13560 ,26130 ,39426 ,145423 ,28573.00
5,MD,2001 ,5386079 ,261600 ,42088 ,219512 ,446 ,1449 ,13525 ,26668 ,41553 ,145934 ,32025 
5,MD,2002 ,5450525 ,259120 ,42015 ,217105 ,513 ,1370 ,13417 ,26715 ,39765 ,143320 ,34020.00
5,MD,2003 ,5512310 ,248196 ,38778 ,209418 ,525 ,1358 ,13302 ,23593 ,38641 ,134372 ,36405 
5,MD,2004 ,5561332 ,241258 ,38961 ,202474 ,521 ,1317 ,12772.00,24351 ,36704 ,129888 ,35882 
5,MD,2005 ,5589599 ,237852 ,39369 ,198483 ,522 ,1266.00,14378 ,23173 ,35922 ,128491 ,34070.00
5,MD,2006 ,5615727 ,233586 ,38110 ,195476 ,546.00,1178.00,14375 ,22011 ,37457,127497 ,30522.00
5,MD,2007 ,5618344 ,228858 ,36062 ,192796 ,553.00,1179.00,13258 ,21072 ,37095,127308 ,28393.00
5,MD,2008 ,5658655 ,233464 ,35385 ,198079 ,493.00,1127.00,13201 ,20564 ,38828,133922 ,25329.00
5,MD,2009 ,5699478 ,215920.00,33625 ,182295.00,440.00,1156.00,12007 ,20022 ,36905,125771 ,19619.00
5,MD,2010.00,5785681.00,204916.00,31607.00,173309.00,426.00,1228.00,11054.00,18999.00,36704,118578.00,18027.00
5,MD,2011.00,5839572.00,195663.00,28817.00,166846.00,399.00,1200.00,10342.00,16876.00,35823,114951.00,16072.00
5,MD,2012.00,5884868.00,190395.00,28086.00,162309.00,373.00,1237.00,10173.00,16303.00,33803,113550.00,14956.00
4,MD,2013.00,5938737.00,186153.00,28235.00,157918.00,384.00,1179.00,10048.00,16124.00,31950,112551.00,13417.00
2,MD,2014.00,5975346.00,177157.00,26767.00,150390.00,362.00,1144.00,9565.00,15208.00,28134,109140.00,13116.00
2,MD,2015.00,5994983.00,170732.00,28185.00,142547.00,538.00,1209.00,10111.00,15819.00,26432,102701.00,13414.00
2,MD,2016.00,6016447.00,165845.00,28400.00,137445.00,481.00,1266.00,10289.00,15874.00,24692,100919.00,11834.00
2,MD,2017.00,6024891.00,165026.00,30321.00,134705.00,558.00,1712.00,11189.00,16862.00,23526,97657.00,13522.00
2,MD,2018.00,6035802.00,151275.00,28330.00,122945.00,491.00,1991.00,9716.00,16132.00,18910,91887.00,12148.00
2,MD,2019.00,6045680.00,145357.00,27456.00,117901.00,542.00,1913.00,9203.00,15798.00,16862,89780.00,11259.00
2,ME,2000 ,1274923 ,33400 ,1397 ,32003 ,15 ,320 ,247 ,815 ,6775 ,23906 ,1322 
2,ME,2001 ,1284470 ,34589 ,1435 ,33154 ,19 ,326 ,264 ,826 ,6898 ,24585 ,1671.00
2,ME,2002 ,1294894 ,34381 ,1396 ,32985 ,14 ,377 ,270 ,735 ,6965 ,24591 ,1429 
2,ME,2003 ,1309205 ,33500 ,1422 ,32078 ,16 ,354.00,289 ,763 ,6579 ,24043 ,1456 
2,ME,2004 ,1314966 ,33104 ,1364 ,31740 ,18 ,315 ,289.00,742 ,6341 ,24096 ,1303 
2,ME,2005 ,1318220.00,33362 ,1483 ,31889 ,19 ,326 ,323 ,815 ,6323 ,24218 ,1348 
2,ME,2006 ,1321574.00,34802 ,1526 ,33286 ,23 ,339 ,384 ,780 ,6779 ,25167 ,1340 
2,ME,2007 ,1317207.00,33446 ,1554 ,31992 ,21 ,391 ,349 ,793 ,6676 ,24057 ,1259 
2,ME,2008 ,1319691.00,34005 ,1572.00,32433 ,31 ,379 ,333 ,829 ,6559 ,24695 ,1179 
2,ME,2009 ,1318301.00,33286 ,1580 ,31706 ,26 ,375.00,399 ,780 ,6729 ,23955 ,1022 
2,ME,2010.00,1327379.00,34521.00,1621.00,32900.00,24.00,389.00,412.00,796.00,7364,24547.00,989.00
2,ME,2011.00,1328544.00,35467.00,1638.00,33829.00,26.00,394.00,370.00,848.00,7865,24886.00,1078.00
2,ME,2012.00,1328501.00,35024.00,1626.00,33398.00,26.00,372.00,420.00,808.00,7476,24931.00,991.00
2,ME,2013.00,1328702.00,32215.00,1761.00,30454.00,24.00,366.00,335.00,907.00,6480,23063.00,911.00
2,ME,2014.00,1330256.00,28125.00,1698.00,26427.00,21.00,346.00,304.00,889.00,5035,20591.00,801.00
2,ME,2015.00,1329453.00,26087.00,1726.00,24361.00,23.00,337.00,311.00,931.00,4694,18853.00,814.00
1,ME,2016.00,1331479.00,23560.00,1648.00,21912.00,20.00,300.00,266.00,950.00,4003,17134.00,775.00
1,ME,2017.00,1335063.00,21752.00,1610.00,20142.00,23.00,470.00,249.00,868.00,3337,16012.00,793.00
1,ME,2018.00,1339057.00,19701.00,1500.00,18201.00,23.00,447.00,228.00,802.00,2712,14712.00,777.00
1,ME,2019.00,1344212.00,18291.00,1548.00,16743.00,20.00,516.00,188.00,824.00,2350,13667.00,726.00
5,MI,2000 ,9938444 ,408456 ,55159 ,353297 ,669 ,5025 ,13712 ,35753 ,69790,227783 ,55724 
5,MI,2001 ,10006266 ,407777 ,55424 ,352353 ,672.00,5264 ,12937.00,36551 ,72038 ,226708 ,53607.00
5,MI,2002 ,10043221 ,389366 ,54306 ,335060 ,678 ,5364 ,11847 ,36417 ,70970 ,214367 ,49723 
5,MI,2003 ,10082364 ,382 115,51550 ,330565 ,612 ,5470 ,11254 ,34214 ,68316 ,208538 ,53711 
5,MI,2004 ,10104206 ,359542.00,49737 ,309805 ,643 ,5482 ,11336 ,32276 ,64233 ,194988 ,50584 
5,MI,2005 ,10100833 ,368728 ,55936 ,312892 ,629 ,5199 ,13348 ,36760 ,70527,194090 ,48275 
5,MI,2006 ,10095643 ,380029 ,56778 ,324351 ,713 ,5269 ,14208 ,36588 ,76107,198227 ,50017 
5,MI,2007 ,10071822 ,362763 ,53988 ,308775.00,676 ,4579 ,13414 ,35319 ,75428,191196 ,42151 
2,MI,2008 ,10002486 ,346053 ,51384 ,294669.00,554 ,4486 ,13234 ,33110 ,74686,184268 ,35715 
2,MI,2009 ,9969727 ,333844.00,49825 ,284019.00,623.00,4524 ,12427 ,32251 ,76046,178628 ,29345 
2,MI,2010.00,9877143.00,320194.00,48693.00,271501.00,580.00,4733.00,11522.00,31858.00,74345,169748.00,27408.00
2,MI,2011.00,9876801.00,295060.00,43731.00,251329.00,617.00,4344.00,10263.00,28507.00,69755,156666.00,24908.00
2,MI,2012.00,9882519.00,294211.00,44962.00,249249.00,701.00,4635.00,10423.00,29203.00,65560,158609.00,25080.00
2,MI,2013.00,9898193.00,274892.00,44757.00,230135.00,625.00,4506.00,10093.00,27254.00,56256,149794.00,24085.00
2,MI,2014.00,9916306.00,245247.00,42555.00,202692.00,544.00,4500.00,8037.00,27610.00,44328,137142.00,21222.00
2,MI,2015.00,9917715.00,232903.00,41712.00,191191.00,585.00,4782.00,7818.00,26599.00,40375,132019.00,18797.00
2,MI,2016.00,9928300.00,235192.00,45572.00,189620.00,598.00,5114.00,7120.00,30729.00,39568,129876.00,20176.00
1,MI,2017.00,9976447.00,224722.00,44883.00,179839.00,569.00,7110.00,6508.00,30696.00,35833,124410.00,19596.00
1,MI,2018.00,9984072.00,211362.00,45176.00,166186.00,555.00,7901.00,5638.00,31082.00,31834,116876.00,17476.00
1,MI,2019.00,9986857.00,201982.00,43686.00,158296.00,556.00,7235.00,5350.00,30545.00,28572,111980.00,17744.00
5,MN,*2000,4919479 ,171611 ,13813 ,157798 ,151 ,2240 ,3713.00,7709 ,26116 ,118250 ,13432 
